term,suggested_category,similarity_score,is_seed,oov
cause_quarrel,General use,0.0,False,True
cause_note,General use,0.0,False,True
cause_effect,General use,0.0,False,True
cause,Physical evidence,0.4912,False,False
category,Detection and investigation terms,0.3484,False,False
cataract,Injuries and body parts,0.7388,False,False
cases_name,General use,0.0,False,True
cases,Detection and investigation terms,0.4838,False,False
case_possession,General use,0.0,False,True
case_point,General use,0.0,False,True
case_murder,General use,0.0,False,True
case_marriage,General use,0.0,False,True
case_investigation,General use,0.0,False,True
case_information,General use,0.0,False,True
case_incident,General use,0.0,False,True
case_heart,General use,0.0,False,True
case_evidence,General use,0.0,False,True
case_data,General use,0.0,False,True
case_conclusions,General use,0.0,False,True
case_annals,General use,0.0,False,True
case,Detection and investigation terms,0.498,False,False
cartridges,Physical evidence,0.3559,False,False
carruthers,Substances and poisons,0.0968,False,False
carriage_sight,General use,0.0,False,True
carriage_drive,General use,0.0,False,True
carriage,Clothing and personal items,0.3975,False,False
carpets,Physical evidence,0.4146,False,False
carpet,Physical evidence,0.4146,False,False
career,Detection and investigation terms,0.3376,False,False
care,Detection and investigation terms,0.3957,False,False
cards,Crime scene objects,0.3259,False,False
cardboard_box,General use,0.0,False,True
cardboard,Crime scene objects,0.6618,False,False
card,Crime scene objects,0.3259,False,False
car,Clothing and personal items,0.3951,False,False
captains,Detection and investigation terms,0.3898,False,False
captain,Detection and investigation terms,0.3485,False,False
capital_mistake,General use,0.0,False,True
capital,Detection and investigation terms,0.4624,False,False
capacity,Detection and investigation terms,0.5695,False,False
canvas,Crime scene objects,0.6618,False,False
cane,Clothing and personal items,0.6269,True,False
candle,Clothing and personal items,0.1836,False,False
camera,Weapons and projectiles,0.2904,False,False
cambridge,Clothing and personal items,0.3628,False,False
camberwell,Substances and poisons,0.0927,False,False
calling,Detection and investigation terms,0.4328,False,False
california,Clothing and personal items,0.3628,False,False
cabman_mr,General use,0.0,False,True
cabman,General use,0.0,False,True
cabinet,Physical evidence,0.4146,False,False
cab_way,General use,0.0,False,True
cab_time,General use,0.0,False,True
cab_side,General use,0.0,False,True
cab_house,General use,0.0,False,True
cab_drive,General use,0.0,False,True
cab_corner,General use,0.0,False,True
cab_baker_street,General use,0.0,False,True
cab_baker,General use,0.0,False,True
cab,Weapons and projectiles,0.2904,False,False
butt_revolver,General use,0.0,False,True
butler_mr,General use,0.0,False,True
butler,Clothing and personal items,0.3978,False,False
bust,Injuries and body parts,0.3336,False,False
business_rule,General use,0.0,False,True
business_importance,General use,0.0,False,True
business,Detection and investigation terms,0.4624,False,False
burning,Physical evidence,0.4481,False,False
bureau,Detection and investigation terms,0.3199,False,False
bunk,Crime scene objects,0.5128,False,False
bundle,Physical evidence,0.3147,False,False
bullets_head,General use,0.0,False,True
bullets,Weapons and projectiles,0.8046,False,False
bullet,Weapons and projectiles,0.8046,True,False
bulk,Physical evidence,0.6605,False,False
buildings,Detection and investigation terms,0.3868,False,False
building,Physical evidence,0.3176,False,False
bucket,Clothing and personal items,0.7726,False,False
brows,Injuries and body parts,0.215,False,False
brown,Clothing and personal items,0.2932,False,False
brow_eye,General use,0.0,False,True
brow,Injuries and body parts,0.2064,False,False
brothers,Clothing and personal items,0.3012,False,False
brother,Clothing and personal items,0.3012,False,False
brixton_road,General use,0.0,False,True
brixton,Substances and poisons,0.1048,False,False
british,Clothing and personal items,0.4581,False,False
brightness,Physical evidence,0.531,False,False
bridge,Locations and environments,0.2452,False,False
bricks,Clothing and personal items,0.7726,False,False
brick,Clothing and personal items,0.4263,False,False
breath,Injuries and body parts,0.395,False,False
breast,Injuries and body parts,0.5562,False,False
breakfast,Clothing and personal items,0.3078,False,False
bread,Clothing and personal items,0.4633,False,False
brass,Physical evidence,0.4584,False,False
brain_heart,General use,0.0,False,True
brain,Injuries and body parts,0.6966,False,False
boy_telegram,General use,0.0,False,True
boy,Clothing and personal items,0.354,False,False
box_papers,General use,0.0,False,True
box_contents,General use,0.0,False,True
box,Crime scene objects,0.3259,False,False
bowl,Clothing and personal items,0.5371,False,False
bow,Clothing and personal items,0.2265,False,False
boulder,Clothing and personal items,0.3628,False,False
bottom,Physical evidence,0.4547,False,False
border,Substances and poisons,0.3997,False,False
boots,Clothing and personal items,0.2358,False,False
boot,Clothing and personal items,0.4222,True,False
books_sir,General use,0.0,False,True
books,Crime scene objects,0.209,False,False
book,Crime scene objects,0.2706,False,False
bones,Injuries and body parts,0.6878,False,False
bone,Injuries and body parts,0.7761,True,False
bog,Clothing and personal items,0.4176,False,False
body_man,General use,0.0,False,True
body_hand,General use,0.0,False,True
body_body,General use,0.0,False,True
body,Injuries and body parts,0.5078,False,False
boat,Clothing and personal items,0.4157,False,False
boards,Crime scene objects,0.6618,False,False
blur,Clothing and personal items,0.3159,False,False
blunders,Physical evidence,0.4236,False,False
blunder,Physical evidence,0.4236,False,False
blow_weapon,General use,0.0,False,True
blow,Clothing and personal items,0.3818,False,False
blood_veins,General use,0.0,False,True
blood_table,General use,0.0,False,True
blood_room,General use,0.0,False,True
blood_passage,General use,0.0,False,True
blood_object,General use,0.0,False,True
blood_lestrade,General use,0.0,False,True
blood_head,General use,0.0,False,True
blood_handle,General use,0.0,False,True
blood_face,General use,0.0,False,True
blood,Injuries and body parts,0.7824,True,False
bleeding,Substances and poisons,0.419,False,False
blaze,Weapons and projectiles,0.3233,False,False
blade,Weapons and projectiles,0.858,True,False
bit,Physical evidence,0.4912,False,False
bird,Clothing and personal items,0.3043,False,False
biography,Clothing and personal items,0.3978,False,False
billiards,Clothing and personal items,0.3628,False,False
benefit,Physical evidence,0.5694,False,False
bell,Clothing and personal items,0.4424,False,False
behalf,Detection and investigation terms,0.4328,False,False
bedroom,Clothing and personal items,0.196,False,False
bed_face,General use,0.0,False,True
bed,Crime scene objects,0.3385,False,False
beauty_thing,General use,0.0,False,True
beauty_eyes,General use,0.0,False,True
beauty,Injuries and body parts,0.4882,False,False
beast,Clothing and personal items,0.3389,False,False
beard_face,General use,0.0,False,True
beard,Clothing and personal items,0.2273,False,False
beads,Physical evidence,0.4869,False,False
beach,Clothing and personal items,0.3628,False,False
bay,Clothing and personal items,0.3628,False,False
basis_speculation,General use,0.0,False,True
basis,Detection and investigation terms,0.5061,False,False
barrel,Clothing and personal items,0.4567,False,False
barons,Detection and investigation terms,0.376,False,False
baronet,Clothing and personal items,0.129,False,False
barclay,Substances and poisons,0.175,False,False
bankers,Detection and investigation terms,0.376,False,False
banker,Detection and investigation terms,0.376,False,False
bank,Crime scene objects,0.3788,False,False
band,Clothing and personal items,0.3659,False,False
balance_probability,General use,0.0,False,True
baker_street,General use,0.0,False,True
baker,Clothing and personal items,0.3042,False,False
bag,Clothing and personal items,0.3473,False,False
background,Clothing and personal items,0.3159,False,False
back,Physical evidence,0.4912,False,False
avenue,Clothing and personal items,0.3628,False,False
authority,Detection and investigation terms,0.5212,False,False
author_monograph,General use,0.0,False,True
author,Crime scene objects,0.5123,False,False
authenticity,Detection and investigation terms,0.5497,False,False
audience,Detection and investigation terms,0.5299,False,False
attention,Detection and investigation terms,0.4126,False,False
attempts,Detection and investigation terms,0.4347,False,False
attempt_way,General use,0.0,False,True
attempt_robbery,General use,0.0,False,True
attempt,Detection and investigation terms,0.5414,False,False
attack,Weapons and projectiles,0.4847,False,False
atmosphere,Physical evidence,0.4092,False,False
atlantic,Clothing and personal items,0.3628,False,False
astonishment,Crime scene objects,0.1573,False,False
assizes,Detection and investigation terms,0.4183,False,False
assistant,Detection and investigation terms,0.3376,False,False
assistance,Detection and investigation terms,0.4624,False,False
assault,Weapons and projectiles,0.4847,False,False
ashes,Clothing and personal items,0.4176,False,False
ash_trichinopoly,General use,0.0,False,True
ash_cigar,General use,0.0,False,True
ash,Physical evidence,0.5985,True,False
articles,Crime scene objects,0.5123,False,False
article,Crime scene objects,0.5123,False,False
artery,Injuries and body parts,0.7434,True,False
arteries,Injuries and body parts,0.6544,False,False
art,Physical evidence,0.4213,False,False
arrows,Weapons and projectiles,0.4471,False,False
arrow,Weapons and projectiles,0.8046,False,False
arrival,Detection and investigation terms,0.4953,False,False
arrest,Detection and investigation terms,0.4707,False,False
army_surgeon,General use,0.0,False,True
army,Weapons and projectiles,0.4407,False,False
arms,Injuries and body parts,0.2866,False,False
armour,Weapons and projectiles,0.8046,False,False
armchair,Clothing and personal items,0.4263,False,False
arm,Injuries and body parts,0.2866,False,False
architecture,Detection and investigation terms,0.3868,False,False
apron,Weapons and projectiles,0.858,False,False
appreciation,Crime scene objects,0.3933,False,False
appointment,Detection and investigation terms,0.4953,False,False
applicant,Detection and investigation terms,0.5061,False,False
apple,Clothing and personal items,0.4851,False,False
appearance_time,General use,0.0,False,True
appearance_one,General use,0.0,False,True
appearance_face,General use,0.0,False,True
appearance,Injuries and body parts,0.4882,False,False
appeals,Detection and investigation terms,0.5578,False,False
appeal,Detection and investigation terms,0.5578,False,False
apology,Crime scene objects,0.6038,False,False
apologies,Crime scene objects,0.6038,False,False
antecedents,Physical evidence,0.4147,False,False
answer,Detection and investigation terms,0.3803,False,False
announcement,Crime scene objects,0.6038,False,False
annals_crime,General use,0.0,False,True
animal,Injuries and body parts,0.3456,False,False
anger,Physical evidence,0.3373,False,False
angel,Locations and environments,0.2872,False,False
andaman,Substances and poisons,0.1358,False,False
anatomy,Injuries and body parts,0.5155,False,False
analysis,Physical evidence,0.4847,False,False
american,Clothing and personal items,0.4581,False,False
america,Clothing and personal items,0.4232,False,False
amazement,Crime scene objects,0.1573,False,False
ally,Weapons and projectiles,0.4471,False,False
alley,Clothing and personal items,0.3379,False,False
alert_manner,General use,0.0,False,True
albert,Clothing and personal items,0.3978,False,False
alarm,Physical evidence,0.3041,False,False
air,Physical evidence,0.488,False,False
aid,Detection and investigation terms,0.4624,False,False
agra_treasure,General use,0.0,False,True
agra,Substances and poisons,0.1051,False,False
agitation,Substances and poisons,0.3366,False,False
agents,Physical evidence,0.3554,False,False
agent,Physical evidence,0.4544,False,False
age,Physical evidence,0.3055,False,False
afternoon,Clothing and personal items,0.3078,False,False
africa,Clothing and personal items,0.2786,False,False
afghanistan,Locations and environments,0.3091,False,False
affection,Crime scene objects,0.3933,False,False
affairs,Detection and investigation terms,0.4624,False,False
affair_sight,General use,0.0,False,True
affair_letter,General use,0.0,False,True
affair_investigation,General use,0.0,False,True
affair_heart,General use,0.0,False,True
affair,Detection and investigation terms,0.3388,False,False
advice,Detection and investigation terms,0.39,False,False
advertisement_sheet,General use,0.0,False,True
advertisement,Detection and investigation terms,0.426,False,False
adventures,Crime scene objects,0.2704,False,False
adventure,Locations and environments,0.2607,False,False
advantages,Physical evidence,0.5694,False,False
advantage,Detection and investigation terms,0.3221,False,False
admission,Detection and investigation terms,0.5802,False,False
admiration,Crime scene objects,0.3933,False,False
adelaide,Clothing and personal items,0.3628,False,False
addresses,Clothing and personal items,0.4544,False,False
address,Detection and investigation terms,0.4126,False,False
acts,Locations and environments,0.3934,False,False
actions_end,General use,0.0,False,True
actions,Detection and investigation terms,0.5204,False,False
action,Weapons and projectiles,0.4407,False,False
acquaintance,Crime scene objects,0.3933,False,False
acid,Physical evidence,0.5614,False,False
accuser,Detection and investigation terms,0.5006,False,False
accusation,Detection and investigation terms,0.5006,False,False
account,Detection and investigation terms,0.3398,False,False
accomplishments,Detection and investigation terms,0.5802,False,False
accomplishment,Detection and investigation terms,0.5802,False,False
accomplice,Locations and environments,0.6337,False,False
absence_motive,General use,0.0,False,True
absence,Detection and investigation terms,0.484,False,False
abilities,Detection and investigation terms,0.3131,False,False
_way,Clothing and personal items,0.3632,False,False
_time,Clothing and personal items,0.3632,False,False
_telegram,Crime scene objects,0.4477,False,False
_statement,Crime scene objects,0.4415,False,False
_sight,Weapons and projectiles,0.5851,False,False
_sheet_paper,Clothing and personal items,0.1296,False,False
_scotland_yard,Clothing and personal items,0.1296,False,False
_scotland,Clothing and personal items,0.3339,False,False
_revolver,Weapons and projectiles,0.5851,False,False
_report,Crime scene objects,0.4415,False,False
_power,Detection and investigation terms,0.3936,False,False
_pistol,Weapons and projectiles,0.5851,False,False
_pipe,Clothing and personal items,0.6191,False,False
_palm,Clothing and personal items,0.4474,False,False
_notebook,Clothing and personal items,0.2418,False,False
_mrs,Clothing and personal items,0.3441,False,False
_mr_,Clothing and personal items,0.2734,False,False
_mr,Clothing and personal items,0.3441,False,False
_man,Locations and environments,0.3361,False,False
_london,Clothing and personal items,0.3441,False,False
_letter,Crime scene objects,0.4477,False,False
_john,Clothing and personal items,0.3441,False,False
_james,Clothing and personal items,0.3441,False,False
_information,Crime scene objects,0.4415,False,False
_head,Clothing and personal items,0.3127,False,False
_hat,Clothing and personal items,0.6191,False,False
_hand,Weapons and projectiles,0.658,False,False
_friend,Clothing and personal items,0.2803,False,False
_end_cigarette,Clothing and personal items,0.1296,False,False
_drive,Physical evidence,0.3593,False,False
_dressinggown,Clothing and personal items,0.1296,False,False
_dr_,Clothing and personal items,0.2734,False,False
_dr,Clothing and personal items,0.3441,False,False
_contents,Physical evidence,0.1884,False,False
_constitution,Detection and investigation terms,0.3862,False,False
_cigarette,Physical evidence,0.5193,False,False
_chair,Physical evidence,0.2521,False,False
_cabman,Clothing and personal items,0.1296,False,False
_cab,Clothing and personal items,0.2579,False,False
_book,Clothing and personal items,0.2155,False,False
_bag,Clothing and personal items,0.3339,False,False
_asperity,Clothing and personal items,0.1296,False,False
_apology,Crime scene objects,0.4477,False,False
__volume,Physical evidence,0.2958,False,False
__pipe,Clothing and personal items,0.4462,False,False
__papers,Crime scene objects,0.3236,False,False
__news,Crime scene objects,0.2248,False,False
__mr,Clothing and personal items,0.2734,False,False
__morning_post,Clothing and personal items,0.1296,False,False
__,Clothing and personal items,0.1296,False,False
_,Clothing and personal items,0.1296,False,False
